rank,gender,gender_dist_raw_html,forename_URL,name,incidence,frequency,Definition,approximate_usage,most_prevalent,highest_density,world_most_common_rank
100,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ikechukwu,Ikechukwu,"257,537",1:689,,"259,751",Nigeria,Nigeria,"4,047th "
101,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sarah,Sarah,"257,470",1:690,"A female name. Hebrew ‘princess’. The wife of Abraham, whose name was originally Sarai ‘contentious’, was later called Sarah. Sara is the hellenized form of the name. It is found in use in England as a christian name from the 12th C, usually in the form Sarra, but was not really common until after the Reformation, when Sarah becomes the usual spelling.","4,826,386",United States,South Sudan,72nd 
102,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/kingsley,Kingsley,"257,342",1:690,"A Teutonic name, meaning: [Dweller at the] royal meadow.","380,009",Nigeria,Ghana,"2,742nd "
103,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/stephen,Stephen,"256,736",1:692,"A male name. Greek Στεφανάς from στέφανος ‘crown', a common Greek personal name, borne by the first christian martyr. Stephanus, Stefanus is found in England only as a monk’s name before the Norman Conquest, but became a common christian name soon after.","3,254,299",United States,Dominica,142nd 
104,98%,"<div class=""m"" style=""width:98px;"">98%</div>",https://forebears.io/forenames/alhaji,Alhaji,"254,107",1:699,"
The name Alhaji means 'the pilgrim' in Hausa, a derivative of Arabic حَجّ (hajj), meaning 'pilgrimage', 'hajj'. It is typically a title, not a name.
","332,981",Nigeria,Sierra Leone,"3,134th "
105,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/jamilu,Jamilu,"252,533",1:703,,"255,714",Nigeria,Nigeria,"4,107th "
106,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/deborah,Deborah,"251,676",1:706,"A female name. Hebrew ‘a bee’, the name of a prophetess; adopted by the Puritans in the 17th C, when it became a favourite christian name. It was borne by the youngest d. of John Milton and, as readers of Cranford will remember, by the awe-inspiring Miss Jenkyns who insisted on its being pronounced Debōrah in accordance with the usage of her late father.","1,832,397",United States,"Saint Helena, Ascension and Tristan da Cunha",357th 
107,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/mariam,Mariam,"249,831",1:711,"A Greek name, meaning: Bitter.","3,703,391",Mali,Mali,110th 
108,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/chioma,Chioma,"248,914",1:713,,"251,638",Nigeria,Nigeria,"4,178th "
109,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ijeoma,Ijeoma,"245,761",1:723,,"248,106",Nigeria,Nigeria,"4,245th "
110,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/faith,Faith,"244,989",1:725,"A female name. first used as a christian name after the Reformation. Lyford 1655 calls it ‘a name commonly used’. In the 16th and 17th C it was given to boys as well as girls. Female triplets were often called Faith, Hope, and Charity. Not in Charlotte Mary Yonge, History of ChristianNames, 2 vols.","943,206",Kenya,Kenya,967th 
111,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/samson,Samson,"243,357",1:730,"A male name. Hebrew 'like the sun’, rendered in Greek as Σαμπσών, the name of the great champion of the Israelites against the Philistines. Samson was the name of a Welsh bishop (fl. 550) who crossed over to Brittany and founded the abbey of Dol, where he was buried and later venerated as a saint.","801,988",Nigeria,Eritrea,"1,173rd "
112,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/suleiman,Suleiman,"243,184",1:730,"Suleiman (English: /ˈsuːləmɑːn/ or /ˌsuːleɪˈmɑːn/, Arabic: [suˈlajmaːn]) is the main transliteration of the Arabic سليمان Sulāymān / Silīmān. The name means 'man of peace' and corresponds to the English name Solomon. The word may also be transliterated as Sulaiman, Suleman, Soliman, Sulayman, Sulaymaan, Sulyman, Suleyman, Sulaman, Süleyman, Sulejman, Sleiman, Sleman, Sliman, Slimane, Soleman, Solyman, Souleymane Seleman.","600,394",Nigeria,United Arab Emirates,"1,652nd "
113,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/auwal,Auwal,"242,908",1:731,,"243,803",Nigeria,Nigeria,"4,307th "
114,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/alice,Alice,"241,745",1:735,"A female name. from Old French Aliz>Aaliz> Adaliz>Old German Adalheidis (see Adelaide). By the 12th C it was being latinized as Alesia, Alicia, and was a very common name in England as well as France, its popularity being partly due to the influence of the literary type of 'Bele Aaliz' in contemporary romances.","2,433,799",United States,Solomon Islands,227th 
115,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/lawan,Lawan,"239,256",1:742,,"298,799",Nigeria,Nigeria,"3,503rd "
116,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/baba,Baba,"234,496",1:757,"Baba is a given name of the Ngoni tribe, meaning: (Title) A salutation with respect assigned to males. Such as Sir or Mister.","575,786",Nigeria,Gambia,"1,736th "
117,97%,"<div class=""m"" style=""width:97px;"">97%</div>",https://forebears.io/forenames/muhammadu,Muhammadu,"230,436",1:771,,"232,742",Nigeria,Nigeria,"4,509th "
118,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ismail,Ismail,"227,525",1:780,,"2,555,257",Turkey,Maldives,213th 
119,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/hauwau,Hauwau,"227,303",1:781,,"227,316",Nigeria,Nigeria,"4,616th "
120,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/stella,Stella,"226,353",1:784,"A female name. Latin Stella ‘star’. The name was used by Sir Philip Sidney to address Penelope Rich in the sonnet sequence Astrophel to Stella. Later Waller also used it, and Swift bestowed it as a pet-name on Esther Johnson. The modern use of the name is doubtless due to these literary associations, particularly those with Swift.","1,173,050",Nigeria,Cyprus,711th 
121,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/murtala,Murtala,"223,377",1:795,,"226,685",Nigeria,Nigeria,"4,632nd "
122,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/isaac,Isaac,"222,922",1:797,"A male name. Hebrew ‘laughter', the name of the s. of Abraham and Sarah. It occurs twice in the Old English period as the name of a priest. Isac occurs twice in Domesday Book, and the name was used from time to time in the following centuries, sometimes, but by no means always, by Jews.","1,845,313",Ghana,Ghana,348th 
123,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ifeoma,Ifeoma,"222,289",1:799,,"224,912",Nigeria,Nigeria,"4,658th "
124,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/gabriel,Gabriel,"219,295",1:810,"A male name. (Italian Gabriele, Russian Gavril) Hebrew ‘God is mighty’, the name of the Archangel of the Annunciation. It was never a common christian name, but occurs from time to time, sometimes in the form Gabel or Gabell, from the 12th C and has never quite died out.","3,238,121",Brazil,Niue,144th 
125,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/joshua,Joshua,"219,161",1:810,"A male name. Hebrew Jehoshea ‘Jah saves’. Jesus and Jeshua are variant transliterations of the same Hebrew name, which was a favourite in post-exilic Israel. Joshua came into use as a christian name in England after the Reformation. In Spanish America Jesus has been used as a christian name, probably given to children born on the feast of the Sacred Name of Jesus.","1,264,421",United States,Nauru,635th 
126,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/dahiru,Dahiru,"219,062",1:811,,"219,201",Nigeria,Nigeria,"4,772nd "
127,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sale,Sale,"217,595",1:816,,"259,364",Nigeria,Nigeria,"4,058th "
128,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/hamza,Hamza,"215,614",1:824,"Hamza (also spelled as Hamzah, Hamzeh or Humza; Arabic: حمزة‎, standardized transliteration is Ḥamzah) is a masculine given name in the Arabic world. The meaning of the name Hamza is lion, steadfast, and strong and brave. It was borne by one of the Islamic Prophet Muhammad's uncles, Hamza ibn Abd al-Muttalib, a wrestler and an archer who was renowned for his strength and bravery in battle.","1,128,354",Nigeria,Djibouti,745th 
129,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/funmilayo,Funmilayo,"215,203",1:825,,"216,521",Nigeria,Nigeria,"4,835th "
130,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/maria,Maria,"214,755",1:827,A female name. Latin form of Mary (q.v.); came into fashion in England in the 18th C and lasted well into the 19th C.,"61,134,526",Brazil,Andorra,1st 
131,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/nuhu,Nuhu,"214,393",1:828,,"246,859",Nigeria,Nigeria,"4,267th "
132,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/gloria,Gloria,"213,320",1:832,"A female name. Latin gloria ‘glory’. Came into use in the late 19th C, e.g. G. B. Shaw’s You Never Can Tell (published 1898).","3,346,290",United States,Colombia,132nd 
133,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/augustine,Augustine,"212,413",1:836,"A male name. (French, German Augustin, Italian Agostino, Spanish Agostin) Latin diminutive of augustus ‘venerable, ‘consecrated’. The name was very common in England in the Middle Ages (it is not found before the Conquest) usually in the syncopated form Austin.","589,301",Nigeria,Sierra Leone,"1,693rd "
134,67%,"<div class=""m"" style=""width:67px;"">67%</div>",https://forebears.io/forenames/uche,Uche,"210,181",1:845,"Uche is a name attributed to the Igbo people of Bigeria. It means 'thoughts', 'wisdom', 'thinker'.","216,074",Nigeria,Nigeria,"4,842nd "
135,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/patrick,Patrick,"209,962",1:846,"A male name. Latin patricius ‘nobleman’, the name adopted by the apostle of Ireland, whose original name was Sucat, when he was consecrated as a missionary. It has been chiefly used in Ireland and Scotland, but was common in the North of England from the 12th C cf.","4,424,627",United States,Ireland,80th 
136,97%,"<div class=""m"" style=""width:97px;"">97%</div>",https://forebears.io/forenames/christian,Christian,"208,540",1:851,"A male name. Latin Christianus ‘a Christian’. The name is found from about 1200, but has never been common in this country. See further under Christian, Christiana (f.).","3,123,589",France,Wallis and Futuna,153rd 
137,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/auwalu,Auwalu,"206,176",1:861,,"206,211",Nigeria,Nigeria,"5,057th "
138, ,"<div class=""m"" style=""width:5px;"">&nbsp;</div>",https://forebears.io/forenames/toyin,Toyin,"205,863",1:863,,"210,850",Nigeria,Nigeria,"4,954th "
139,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/hajara,Hajara,"205,552",1:864,,"319,983",Nigeria,Nigeria,"3,271st "
140, ,"<div class=""m"" style=""width:17px;"">&nbsp;</div>",https://forebears.io/forenames/chika,Chika,"204,016",1:870,"Chika is a given name of the Senga tribe, meaning: a person that makes reed mats.","249,894",Nigeria,Nigeria,"4,207th "
141,50%,"<div class=""m"" style=""width:50px;"">50%</div>",https://forebears.io/forenames/idowu,Idowu,"203,667",1:872,,"204,741",Nigeria,Nigeria,"5,091st "
142,75%,"<div class=""m"" style=""width:75px;"">75%</div>",https://forebears.io/forenames/uchenna,Uchenna,"203,345",1:873,,"206,171",Nigeria,Nigeria,"5,058th "
143,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/felix,Felix,"197,548",1:899,"A male name. Latin felix ‘happy'. The name of four popes and several saints, notably St Felix the apostle of East Anglia, after whom Felixstowe was named. It was used in England in the Middle Ages, but not so often as the f. form (see Felicia).","2,386,269",Nigeria,Dominica,238th 
144,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/oluchi,Oluchi,"195,935",1:906,,"196,372",Nigeria,Nigeria,"5,330th "
145, ,"<div class=""m"" style=""width:24px;"">&nbsp;</div>",https://forebears.io/forenames/temitope,Temitope,"192,519",1:922,,"197,035",Nigeria,Nigeria,"5,307th "
146,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/peace,Peace,"192,239",1:924,"A Latin name, meaning: Happy freedom from all conflict.","298,362",Nigeria,Uganda,"3,511th "
147,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/henry,Henry,"192,126",1:924,"A male name. (Latin Henricus, German Heinrich, Heinz, Heine, Dutch Hendrik, French Henri, Italian Enrico, Spanish Enrique); Old German Haimirich, compound of haimi ‘house’, ‘home’, and ricja ‘rule’. This was latinized as Henricus and became Henri in French.","2,088,627",United States,Saint Martin,296th 
148,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/roseline,Roseline,"190,266",1:933,,"324,529",Nigeria,Haiti,"3,216th "
149,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/habiba,Habiba,"189,399",1:938,,"1,070,445",Bangladesh,Chad,809th 
